stage,fold,search_method,config_name,model_name,cv_accuracy_mean,cv_accuracy_std,cv_precision_mean,cv_precision_std,cv_recall_mean,cv_recall_std,cv_f1_score_mean,cv_f1_score_std,cv_auc_mean,cv_auc_std,test_accuracy,test_precision,test_recall,test_f1_score,test_auc,elapsed_seconds,saved_model_path,feature_subset,top_k_pixels,reduced_feature_ratio,fs_source_model,fs_source_config,fs_source_fold,branch_importance_path,explainability_policy
cv,5,none,paper_params,XGBoost,0.8273870829457298,0.005536506587215043,0.846340153030142,0.003041110694092968,0.7989962358845671,0.010143730454909761,0.8219654376081603,0.006507832332095252,0.912516653430389,0.00748806660408041,0.8238238238238238,0.8419936373276776,0.7963891675025075,0.8185567010309278,0.9067672548113872,5.831057071685791,outputs\models\feature_selection\fs_randomforest\cv_5\paper_params\XGBoost.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,paper_params,LightGBM,0.8292634891924235,0.0075043210157936064,0.846074924520857,0.007471570021538067,0.8040150564617315,0.011619409689124458,0.8244711747874804,0.008163102602510842,0.9120044533417293,0.006537913707150873,0.8373373373373373,0.8582089552238806,0.8074222668004012,0.8320413436692506,0.9069626461802992,3.752110004425049,outputs\models\feature_selection\fs_randomforest\cv_5\paper_params\LightGBM.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,custom_params,LightGBM,0.8292634891924235,0.0075043210157936064,0.846074924520857,0.007471570021538067,0.8040150564617315,0.011619409689124458,0.8244711747874804,0.008163102602510842,0.9120044533417293,0.006537913707150873,0.8373373373373373,0.8582089552238806,0.8074222668004012,0.8320413436692506,0.9069626461802992,3.7900238037109375,outputs\models\feature_selection\fs_randomforest\cv_5\custom_params\LightGBM.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,custom_params,XGBoost,0.8251336399679312,0.006654828361765603,0.8427431193051257,0.007894209220066908,0.7984943538268506,0.00977060092041743,0.8199843657648802,0.007044220006825729,0.9101309616116617,0.006664770264818821,0.8348348348348348,0.8514225500526871,0.8104312938816449,0.8304213771839671,0.9066926052883927,7.27416467666626,outputs\models\feature_selection\fs_randomforest\cv_5\custom_params\XGBoost.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,custom_params,RandomForest,0.8232564500240203,0.006292861398763812,0.840652474112409,0.00774011483986968,0.7967377666248432,0.007316125338576277,0.8180876641310618,0.006426700518175013,0.9065544892128251,0.007771300005856065,0.8293293293293293,0.8481953290870489,0.8014042126379137,0.8241361526560083,0.9044521175915359,7.676836729049683,outputs\models\feature_selection\fs_randomforest\cv_5\custom_params\RandomForest.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,paper_params,RandomForest,0.816372140190893,0.00951906954537945,0.835302709721906,0.005465157431330562,0.7869510664993726,0.01628991956548805,0.8103633632067077,0.011149653858316792,0.9032475734143489,0.008168536497606462,0.8253253253253253,0.8432203389830508,0.79839518555667,0.8201957753735188,0.9034105312941823,3.9252543449401855,outputs\models\feature_selection\fs_randomforest\cv_5\paper_params\RandomForest.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,paper_params,LogisticRegression,0.7959682696670776,0.009078986221675673,0.817392496187512,0.010003656394830175,0.7611041405269762,0.015942163286593314,0.7881437929201404,0.010275462676547342,0.8773393495740113,0.009368964771237052,0.7952952952952953,0.8181818181818182,0.7582748244734202,0.7870900572618428,0.8752791842059644,2.8042845726013184,outputs\models\feature_selection\fs_randomforest\cv_5\paper_params\LogisticRegression.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,custom_params,LogisticRegression,0.7925884970489881,0.01094840855863112,0.8091804701832823,0.012624011348709847,0.7646173149309913,0.014186493375259802,0.7862007545023821,0.01142353575335268,0.8744208991426964,0.009482398958698847,0.7927927927927928,0.8110992529348986,0.7622868605817452,0.7859358841778697,0.8726799779959258,3.9075372219085693,outputs\models\feature_selection\fs_randomforest\cv_5\custom_params\LogisticRegression.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,paper_params,GaussianNB,0.736513785625896,0.009209490922447945,0.8449678084797796,0.008779489968597013,0.5779171894604769,0.02205713118529055,0.6861019742135688,0.015533584483532372,0.822995595413199,0.009933493242899046,0.7452452452452453,0.8505747126436781,0.5937813440320963,0.6993502658003544,0.8228391468110625,0.4215552806854248,outputs\models\feature_selection\fs_randomforest\cv_5\paper_params\GaussianNB.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,custom_params,GaussianNB,0.736513785625896,0.009209490922447945,0.8449678084797796,0.008779489968597013,0.5779171894604769,0.02205713118529055,0.6861019742135688,0.015533584483532372,0.822995595413199,0.009933493242899046,0.7452452452452453,0.8505747126436781,0.5937813440320963,0.6993502658003544,0.8228391468110625,0.43412017822265625,outputs\models\feature_selection\fs_randomforest\cv_5\custom_params\GaussianNB.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,paper_params,DecisionTree,0.7592950800272413,0.010155905074642068,0.7595373246012158,0.022113697950794323,0.7601003764115434,0.0392175148719424,0.7587115613040314,0.01351470055554224,0.8223632868732154,0.007544431375453335,0.7577577577577578,0.7478260869565218,0.7763289869608826,0.7618110236220472,0.818340135290988,0.8483021259307861,outputs\models\feature_selection\fs_randomforest\cv_5\paper_params\DecisionTree.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,5,none,custom_params,DecisionTree,0.7433941769729382,0.015306441234150103,0.7422434131416674,0.015918165518357594,0.7440401505646173,0.01622407013826308,0.7431051152928274,0.015186443890668047,0.7433953873921714,0.015305563799586754,0.7457457457457457,0.7528438469493278,0.7301905717151455,0.7413441955193483,0.7457146664769533,2.86537766456604,outputs\models\feature_selection\fs_randomforest\cv_5\custom_params\DecisionTree.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,10,none,paper_params,LightGBM,0.8307644894463945,0.016690721342124057,0.8482276925875061,0.01703976752994501,0.8047486807470939,0.022407391256332662,0.8258165292043526,0.01790901519913397,0.9129182497363912,0.00958464877820883,0.8373373373373373,0.8582089552238806,0.8074222668004012,0.8320413436692506,0.9069626461802992,7.152478933334351,outputs\models\feature_selection\fs_randomforest\cv_10\paper_params\LightGBM.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,10,none,custom_params,LightGBM,0.8307644894463945,0.016690721342124057,0.8482276925875061,0.01703976752994501,0.8047486807470939,0.022407391256332662,0.8258165292043526,0.01790901519913397,0.9129182497363912,0.00958464877820883,0.8373373373373373,0.8582089552238806,0.8074222668004012,0.8320413436692506,0.9069626461802992,7.29290246963501,outputs\models\feature_selection\fs_randomforest\cv_10\custom_params\LightGBM.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,10,none,custom_params,XGBoost,0.8283893400585318,0.013688563805201899,0.8434670317465143,0.013071762744593438,0.8054999307313511,0.023616014850265626,0.8238850480285297,0.01563269157398164,0.9124718054181619,0.009893343748078405,0.8348348348348348,0.8514225500526871,0.8104312938816449,0.8304213771839671,0.9066926052883927,14.492569923400879,outputs\models\feature_selection\fs_randomforest\cv_10\custom_params\XGBoost.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,10,none,paper_params,XGBoost,0.8265094839727605,0.013275582919624242,0.8419653951768161,0.014672877942261917,0.8030024810770646,0.017922419284076913,0.821937780164664,0.014176118350633055,0.9101005815488609,0.008815882448977866,0.8238238238238238,0.8419936373276776,0.7963891675025075,0.8185567010309278,0.9067672548113872,11.664285898208618,outputs\models\feature_selection\fs_randomforest\cv_10\paper_params\XGBoost.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,10,none,custom_params,RandomForest,0.8225043208772872,0.014409406579365057,0.8392056797243397,0.01702875066888018,0.7969811463331696,0.014017341920396173,0.8175156150418058,0.014592051853386974,0.9066592992152337,0.009663351882438291,0.8293293293293293,0.8481953290870489,0.8014042126379137,0.8241361526560083,0.9044521175915359,15.18135118484497,outputs\models\feature_selection\fs_randomforest\cv_10\custom_params\RandomForest.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
cv,10,none,paper_params,RandomForest,0.8139928983911593,0.012375562113724847,0.8331302505008367,0.011590968616439124,0.7841702245563658,0.020659936180466774,0.807795529899869,0.014219444380011093,0.902951563253332,0.010221187651638071,0.8253253253253253,0.8432203389830508,0.79839518555667,0.8201957753735188,0.9034105312941823,7.778347969055176,outputs\models\feature_selection\fs_randomforest\cv_10\paper_params\RandomForest.joblib,fs_randomforest,500,0.10501995379122034,RandomForest,paper_params,10,outputs\results\fs_randomforest_feature_importance.csv,paper_randomized_search_cv10_only
