feature_index,importance,model_name,config_name,stage,fold,pixel_row,pixel_col
744,0.0009166666666666666,LightGBM,paper_params,search,10,10,54
1663,0.0009166666666666666,LightGBM,paper_params,search,10,24,7
529,0.0009166666666666666,LightGBM,paper_params,search,10,7,46
2012,0.0009166666666666666,LightGBM,paper_params,search,10,29,11
2190,0.0009166666666666666,LightGBM,paper_params,search,10,31,51
4529,0.0009166666666666666,LightGBM,paper_params,search,10,65,44
2625,0.0009166666666666666,LightGBM,paper_params,search,10,38,3
2396,0.0009166666666666666,LightGBM,paper_params,search,10,34,50
3106,0.0009166666666666666,LightGBM,paper_params,search,10,45,1
3119,0.0009166666666666666,LightGBM,paper_params,search,10,45,14
1730,0.0009166666666666666,LightGBM,paper_params,search,10,25,5
1634,0.0009166666666666666,LightGBM,paper_params,search,10,23,47
1709,0.0008333333333333334,LightGBM,paper_params,search,10,24,53
1285,0.0008333333333333334,LightGBM,paper_params,search,10,18,43
1286,0.0008333333333333334,LightGBM,paper_params,search,10,18,44
3295,0.0008333333333333334,LightGBM,paper_params,search,10,47,52
3598,0.0008333333333333334,LightGBM,paper_params,search,10,52,10
2805,0.0008333333333333334,LightGBM,paper_params,search,10,40,45
