model_name,config_name,fold,auc,average_precision,accuracy,precision,recall,f1_score
LightGBM,paper_params,10,0.9196590771314945,0.9286031569732809,0.8403403403403403,0.8614072494669509,0.8104312938816449,0.8351421188630491
LightGBM,custom_params,10,0.9196590771314945,0.9286031569732809,0.8403403403403403,0.8614072494669509,0.8104312938816449,0.8351421188630491
XGBoost,paper_params,10,0.9166520540642906,0.9255015628111702,0.8388388388388388,0.8594249201277955,0.8094282848545636,0.8336776859504132
